Stkcd,Accper,Typrep,A003100000,A003000000
2506,9/30/2015,A,688592050.61 ,700492376.21 
2506,6/30/2015,A,499906366.16 ,499906366.16 
2506,3/31/2015,A,394853131.74 ,394853131.74 
2507,9/30/2015,A,1262066087.63 ,1262066087.63 
2507,6/30/2015,A,1210415346.53 ,1210415346.53 
2507,3/31/2015,A,1180262194.29 ,1180262194.29 
2508,9/30/2015,A,2882932140.90 ,2879637531.70 
2508,6/30/2015,A,2695698255.89 ,2692134333.19 
2508,3/31/2015,A,2664044709.89 ,2661480995.31 
2509,9/30/2015,A,1570752985.44 ,1578115962.85 
2509,6/30/2015,A,1539972358.73 ,1547389336.29 
2509,3/31/2015,A,1535127034.31 ,1542596035.77 
2510,9/30/2015,A,1731184607.38 ,1742307620.31 
2510,6/30/2015,A,1706231416.28 ,1717347724.83 
2510,3/31/2015,A,1683285358.97 ,1694392322.69 
2511,9/30/2015,A,2411901650.01 ,2411901650.01 
2511,6/30/2015,A,2391562043.79 ,2391562043.79 
2511,3/31/2015,A,2372069974.50 ,2372069974.50 
2512,9/30/2015,A,1438427091.18 ,1699866087.57 
2512,6/30/2015,A,1428731489.94 ,1685352610.75 
2512,3/31/2015,A,1445594610.94 ,1690500462.46 
2513,9/30/2015,A,1110608256.55 ,1110608256.55 
2513,6/30/2015,A,1141264769.24 ,1141264769.24 
2513,3/31/2015,A,1144404383.02 ,1144404383.02 
2514,9/30/2015,A,988663684.11 ,1018790442.61 
2514,6/30/2015,A,974943875.13 ,1004415135.72 
2514,3/31/2015,A,959879291.95 ,990561029.58 
2515,9/30/2015,A,1351037732.63 ,1397805200.80 
2515,6/30/2015,A,1349888675.34 ,1396656143.51 
2515,3/31/2015,A,1354675538.92 ,1398186366.46 
2516,9/30/2015,A,2059919443.58 ,2056665944.03 
2516,6/30/2015,A,1981955413.18 ,1977185470.98 
2516,3/31/2015,A,2069947303.76 ,2084219322.28 
2517,9/30/2015,A,600595765.29 ,600595765.29 
2517,6/30/2015,A,604691554.35 ,604691554.35 
2517,3/31/2015,A,604335703.76 ,604335703.76 
2518,9/30/2015,A,1651632105.51 ,1675484239.55 
2518,6/30/2015,A,1591988624.23 ,1618043702.33 
2518,3/31/2015,A,1588328955.50 ,1615094087.97 
2519,9/30/2015,A,1958177393.93 ,1958138041.37 
2519,6/30/2015,A,2054041510.31 ,2075372828.66 
2519,3/31/2015,A,2109245533.03 ,2124904260.63 
2520,9/30/2015,A,679308065.22 ,734229797.39 
2520,6/30/2015,A,670498497.46 ,704296573.13 
2520,3/31/2015,A,678414612.83 ,711425768.66 
2521,9/30/2015,A,3271990306.49 ,3271990306.49 
2521,6/30/2015,A,3218419608.12 ,3218419608.12 
2521,3/31/2015,A,2629953545.38 ,2629953545.38 
2522,9/30/2015,A,1352138128.83 ,1357210242.29 
2522,6/30/2015,A,1336032059.01 ,1341845415.88 
2522,3/31/2015,A,1362293492.92 ,1368431691.33 
2523,9/30/2015,A,1719019690.84 ,1778693194.77 
2523,6/30/2015,A,1071922256.28 ,1130894220.69 
2523,3/31/2015,A,1080944281.50 ,1140974590.74 
2524,9/30/2015,A,771856307.21 ,1057081749.20 
2524,6/30/2015,A,757725324.42 ,1036801343.84 
2524,3/31/2015,A,782467790.20 ,1056429794.74 
2526,9/30/2015,A,1955852208.69 ,2064313866.36 
2526,6/30/2015,A,1964772585.61 ,2072571498.74 
2526,3/31/2015,A,1953045173.23 ,2062319911.05 
2527,9/30/2015,A,2150270380.28 ,2204064227.95 
2527,6/30/2015,A,2078750102.54 ,2131575190.55 
2527,3/31/2015,A,2057959868.21 ,2058173730.34 
2528,9/30/2015,A,2298031369.07 ,2304262877.30 
2528,6/30/2015,A,2118566563.27 ,2124528212.24 
2528,3/31/2015,A,2157175143.59 ,2162868028.02 
2529,9/30/2015,A,982822674.96 ,982822674.96 
2529,6/30/2015,A,977941043.86 ,977941043.86 
2529,3/31/2015,A,986113788.65 ,986113788.65 
2530,9/30/2015,A,685216923.77 ,752886944.15 
2530,6/30/2015,A,677755924.13 ,744766008.71 
2530,3/31/2015,A,672598038.53 ,734755671.54 
2531,9/30/2015,A,2091966343.41 ,2143002047.01 
2531,6/30/2015,A,1991671783.88 ,2042362769.32 
2531,3/31/2015,A,1931502737.10 ,1981502737.10 
2532,9/30/2015,A,1198241122.20 ,1254868434.24 
2532,6/30/2015,A,1157081103.76 ,1215717577.05 
2532,3/31/2015,A,1119063765.00 ,1183117650.01 
2533,9/30/2015,A,2011962718.67 ,2191194373.41 
2533,6/30/2015,A,1967213506.30 ,2144157435.51 
2533,3/31/2015,A,1986293828.74 ,2161896103.59 
2534,9/30/2015,A,2430277573.05 ,2851041723.32 
2534,6/30/2015,A,2388960462.89 ,2810331703.24 
2534,3/31/2015,A,2692675856.05 ,3161209658.89 
2535,9/30/2015,A,3180062483.71 ,3252779387.21 
2535,6/30/2015,A,3218510378.20 ,3393483804.01 
2535,3/31/2015,A,2195632248.47 ,2378000001.68 
2536,9/30/2015,A,1751659211.07 ,1767585159.43 
2536,6/30/2015,A,1753036278.40 ,1768908477.58 
2536,3/31/2015,A,1201797465.53 ,1217319732.38 
2537,9/30/2015,A,1472577056.29 ,1725143214.69 
2537,6/30/2015,A,1481689669.88 ,1759668586.10 
2537,3/31/2015,A,1465997576.01 ,1747908222.45 
2538,9/30/2015,A,2957008378.04 ,2957008378.04 
2538,6/30/2015,A,1855621094.48 ,1855621094.48 
2538,3/31/2015,A,1789424928.57 ,1789424928.57 
2539,9/30/2015,A,2956006892.27 ,3056502925.11 
2539,6/30/2015,A,2349729380.63 ,2544858067.03 
2539,3/31/2015,A,2372844898.10 ,2563654104.40 
2540,9/30/2015,A,2600060465.68 ,2600060465.68 
2540,6/30/2015,A,2604914478.18 ,2604914478.18 
2540,3/31/2015,A,2529255281.16 ,2529255281.16 
2541,9/30/2015,A,2463594939.36 ,2463645433.64 
2541,6/30/2015,A,2436494849.18 ,2436545298.59 
2541,3/31/2015,A,2396692223.91 ,2396742628.49 
2542,9/30/2015,A,1777245566.76 ,1789585992.45 
2542,6/30/2015,A,1719745487.90 ,1732894965.27 
2542,3/31/2015,A,1701880140.15 ,1716099307.17 
2543,9/30/2015,A,2758041268.78 ,2758041268.78 
2543,6/30/2015,A,2703081166.89 ,2703081166.89 
2543,3/31/2015,A,2683299636.94 ,2683299636.94 
2544,9/30/2015,A,1149974554.92 ,1151561428.65 
2544,6/30/2015,A,1136589232.35 ,1137736242.73 
2544,3/31/2015,A,1144696668.18 ,1145999358.93 
2545,9/30/2015,A,2889751362.93 ,2915580767.36 
2545,6/30/2015,A,2876420861.39 ,2900108838.69 
2545,3/31/2015,A,2868051945.62 ,2891913904.82 
2546,9/30/2015,A,1334402976.42 ,1412467572.55 
2546,6/30/2015,A,1305212196.92 ,1381739015.90 
2546,3/31/2015,A,1341970880.14 ,1417265674.51 
2547,9/30/2015,A,1814851380.50 ,1823897059.53 
2547,6/30/2015,A,1766482476.16 ,1776494093.36 
2547,3/31/2015,A,1741239787.46 ,1750455852.04 
2548,9/30/2015,A,868001905.40 ,904292140.46 
2548,6/30/2015,A,813652280.73 ,841763030.84 
2548,3/31/2015,A,825214233.29 ,847242992.26 
2549,9/30/2015,A,793824104.21 ,807774828.35 
2549,6/30/2015,A,795932467.93 ,809863399.11 
2549,3/31/2015,A,827759052.62 ,841724257.67 
2550,9/30/2015,A,2208365946.71 ,2230632423.78 
2550,6/30/2015,A,2140178906.51 ,2163345207.56 
2550,3/31/2015,A,2159777859.76 ,2191180450.37 
2551,9/30/2015,A,1469868718.64 ,1578790898.17 
2551,6/30/2015,A,1412699438.32 ,1516544636.99 
2551,3/31/2015,A,1403076380.84 ,1513066764.40 
2552,9/30/2015,A,811674481.70 ,811671334.88 
2552,6/30/2015,A,809436302.06 ,809436302.06 
2552,3/31/2015,A,811261127.23 ,811261127.23 
2553,9/30/2015,A,646410508.02 ,646410508.02 
2553,6/30/2015,A,629649130.07 ,629649130.07 
2553,3/31/2015,A,643648092.62 ,643648092.62 
2554,9/30/2015,A,2014263441.47 ,2046193242.66 
2554,6/30/2015,A,2057392358.05 ,2122227052.11 
2554,3/31/2015,A,2042429767.95 ,2107515327.51 
2555,9/30/2015,A,2978440335.93 ,3484302666.85 
2555,6/30/2015,A,2847321358.37 ,3247297261.30 
2555,3/31/2015,A,2753185089.13 ,3055539560.76 
2556,9/30/2015,A,2129523216.84 ,2302852596.88 
2556,6/30/2015,A,2121080520.31 ,2303152075.40 
2556,3/31/2015,A,2058881292.57 ,2233965575.36 
2557,9/30/2015,A,2755792615.61 ,2835215962.51 
2557,6/30/2015,A,2634474888.39 ,2712551981.93 
2557,3/31/2015,A,2794453471.77 ,2887672073.56 
2558,9/30/2015,A,590128208.89 ,590128208.89 
2558,6/30/2015,A,611442560.61 ,611442560.61 
2558,3/31/2015,A,586959881.36 ,586959881.36 
2559,9/30/2015,A,1433467818.12 ,1458449555.33 
2559,6/30/2015,A,1290203414.03 ,1311418669.83 
2559,3/31/2015,A,1299613880.63 ,1320784003.20 
2560,9/30/2015,A,1406535911.34 ,1625867967.44 
2560,6/30/2015,A,1396473534.56 ,1616455950.65 
2560,3/31/2015,A,1399885570.09 ,1621378570.49 
2561,9/30/2015,A,1896248818.31 ,1918843428.70 
2561,6/30/2015,A,1844745555.67 ,1865091676.01 
2561,3/31/2015,A,1937529604.27 ,1965129772.60 
2562,9/30/2015,A,852295756.55 ,873534208.38 
2562,6/30/2015,A,835152556.67 ,852250442.68 
2562,3/31/2015,A,838236297.75 ,852943520.15 
2563,9/30/2015,A,8698991573.50 ,8717160060.01 
2563,6/30/2015,A,8255371098.02 ,8275751663.03 
2563,3/31/2015,A,8699046783.36 ,8703127606.89 
2564,9/30/2015,A,2911381579.00 ,2963686094.28 
2564,6/30/2015,A,2938102411.11 ,2993698587.89 
2564,3/31/2015,A,2913111782.24 ,2968246415.40 
2565,9/30/2015,A,1728060406.59 ,1914794262.69 
2565,6/30/2015,A,1693946511.74 ,1880992683.20 
2565,3/31/2015,A,1649717616.26 ,1842889082.67 
2566,9/30/2015,A,1784688330.65 ,1805118367.27 
2566,6/30/2015,A,1769132402.26 ,1789783802.81 
2566,3/31/2015,A,1744583187.58 ,1765071173.29 
2567,9/30/2015,A,1802443411.69 ,2066382778.86 
2567,6/30/2015,A,1758485125.19 ,1993890508.76 
2567,3/31/2015,A,1806275896.71 ,2033311710.19 
2568,9/30/2015,A,1197154825.88 ,1197154825.88 
2568,6/30/2015,A,1556990970.45 ,1556990970.45 
2568,3/31/2015,A,662530692.68 ,662530692.68 
2569,9/30/2015,A,498685501.94 ,498843485.32 
2569,6/30/2015,A,501273461.70 ,501447034.61 
2569,3/31/2015,A,509259229.26 ,509455272.98 
2570,9/30/2015,A,3349918846.37 ,3331174047.22 
2570,6/30/2015,A,3462869100.83 ,3448744636.94 
2570,3/31/2015,A,3614733901.43 ,3607510574.33 
2571,9/30/2015,A,1578677567.15 ,1578808461.83 
2571,6/30/2015,A,1587126154.16 ,1587259940.48 
2571,3/31/2015,A,1584344257.35 ,1584477328.97 
2572,9/30/2015,A,2091444952.24 ,2216363739.76 
2572,6/30/2015,A,1947824240.00 ,2074519161.95 
2572,3/31/2015,A,1980074274.80 ,2119166914.43 
2573,9/30/2015,A,2710733890.11 ,2852941133.24 
2573,6/30/2015,A,2552324838.62 ,2687981459.67 
2573,3/31/2015,A,2502937096.38 ,2629566218.21 
2574,9/30/2015,A,3066708020.01 ,3067547311.24 
2574,6/30/2015,A,3058433815.51 ,3060208519.22 
2574,3/31/2015,A,3093651238.91 ,3097147976.82 
2575,9/30/2015,A,898971099.98 ,898971099.98 
2575,6/30/2015,A,889280860.82 ,889280860.82 
2575,3/31/2015,A,880680565.85 ,880680565.85 
2576,9/30/2015,A,846518180.47 ,880018110.59 
2576,6/30/2015,A,844730855.61 ,855744422.56 
2576,3/31/2015,A,842861594.40 ,854867037.81 
2577,9/30/2015,A,1404860847.33 ,1472612072.59 
2577,6/30/2015,A,1412127931.78 ,1480108659.13 
2577,3/31/2015,A,1401566885.56 ,1465753105.78 
2578,9/30/2015,A,973600438.21 ,982208394.80 
2578,6/30/2015,A,968830124.93 ,977617329.39 
2578,3/31/2015,A,997945709.04 ,1006857954.64 
2579,9/30/2015,A,637932022.88 ,640820610.80 
2579,6/30/2015,A,631420319.44 ,634341132.20 
2579,3/31/2015,A,629509319.67 ,632441848.70 
2580,9/30/2015,A,1074889412.31 ,1074889412.31 
2580,6/30/2015,A,1066582244.65 ,1066582244.65 
2580,3/31/2015,A,1074557382.99 ,1074557382.99 
2581,9/30/2015,A,1980578257.26 ,2041046505.04 
2581,6/30/2015,A,800752976.54 ,800752976.54 
2581,3/31/2015,A,776542665.72 ,776542665.72 
2582,9/30/2015,A,1410853262.78 ,1410853262.78 
2582,6/30/2015,A,1420873715.15 ,1420873715.15 
2582,3/31/2015,A,1435171660.93 ,1435171660.93 
2583,9/30/2015,A,2101181588.65 ,2101181588.65 
2583,6/30/2015,A,1995414041.88 ,1995414041.88 
2583,3/31/2015,A,1938577883.79 ,1938577883.79 
2584,9/30/2015,A,1702590078.80 ,1771400978.00 
2584,6/30/2015,A,1147444257.14 ,1178435128.59 
2584,3/31/2015,A,1120046156.62 ,1151858773.14 
2585,9/30/2015,A,5207816737.63 ,5207816737.63 
2585,6/30/2015,A,5174313628.59 ,5174313628.59 
2585,3/31/2015,A,5155183127.42 ,5155183127.42 
2586,9/30/2015,A,1541501197.47 ,1600770852.67 
2586,6/30/2015,A,1539770577.53 ,1598001763.79 
2586,3/31/2015,A,1561325966.04 ,1619837055.61 
2587,9/30/2015,A,587390550.89 ,590575340.53 
2587,6/30/2015,A,574065760.91 ,577211859.55 
2587,3/31/2015,A,611453448.27 ,614426264.71 
2588,9/30/2015,A,3537191139.26 ,3724051964.98 
2588,6/30/2015,A,3309667701.93 ,3479164059.78 
2588,3/31/2015,A,3256139017.71 ,3310285932.37 
2589,9/30/2015,A,3122645899.76 ,3228467009.78 
2589,6/30/2015,A,3078342978.87 ,3106441806.66 
2589,3/31/2015,A,3027466838.05 ,3044193818.09 
2590,9/30/2015,A,781013788.72 ,810645690.44 
2590,6/30/2015,A,773034921.27 ,804528164.39 
2590,3/31/2015,A,753981424.75 ,782090176.41 
2591,9/30/2015,A,751483732.67 ,776161558.54 
2591,6/30/2015,A,758840403.24 ,783854262.76 
2591,3/31/2015,A,751385336.34 ,776275566.66 
2592,9/30/2015,A,1394023880.76 ,1412023030.76 
2592,6/30/2015,A,1372333930.66 ,1373613565.14 
2592,3/31/2015,A,1356578202.73 ,1356578202.73 
2593,9/30/2015,A,1745603068.47 ,1745603068.47 
2593,6/30/2015,A,1737710050.51 ,1737710050.51 
2593,3/31/2015,A,1216761345.41 ,1216761345.41 
2594,9/30/2015,A,28976472000.00 ,32619245000.00 
2594,6/30/2015,A,25839369000.00 ,29424630000.00 
2594,3/31/2015,A,25497968000.00 ,29059222000.00 
2595,9/30/2015,A,2867862809.92 ,2868741531.84 
2595,6/30/2015,A,2675756363.10 ,2675756363.10 
2595,3/31/2015,A,2491050147.52 ,2491050147.52 
2596,9/30/2015,A,1380095790.10 ,1403175993.62 
2596,6/30/2015,A,1353454968.24 ,1376301425.81 
2596,3/31/2015,A,1366961794.67 ,1391462479.97 
2597,9/30/2015,A,2014236489.40 ,2211180125.15 
2597,6/30/2015,A,1967550876.79 ,2166191703.70 
2597,3/31/2015,A,1970262549.16 ,2169063506.89 
2598,9/30/2015,A,743153155.05 ,743153155.05 
2598,6/30/2015,A,727400121.93 ,727400121.93 
2598,3/31/2015,A,743249030.48 ,743249030.48 
2599,9/30/2015,A,601759556.43 ,601958332.04 
2599,6/30/2015,A,598711401.82 ,598995586.69 
2599,3/31/2015,A,587151081.09 ,587441816.25 
2600,9/30/2015,A,2680749776.25 ,2832823962.21 
2600,6/30/2015,A,1218142468.07 ,1362768684.58 
2600,3/31/2015,A,1241502559.05 ,1391387027.51 
2601,9/30/2015,A,2405694818.64 ,2463413941.01 
2601,6/30/2015,A,2391836789.86 ,2449035580.94 
2601,3/31/2015,A,2229001696.30 ,2281823377.21 
2602,9/30/2015,A,3850256269.45 ,3859156726.71 
2602,6/30/2015,A,3719930138.53 ,3728473681.70 
2602,3/31/2015,A,3681717586.46 ,3691562256.72 
2603,9/30/2015,A,4842970213.07 ,4848476756.81 
2603,6/30/2015,A,4722176971.25 ,4722176971.25 
2603,3/31/2015,A,4679518944.29 ,4679518944.29 
2604,9/30/2015,A,1892553236.15 ,1896212671.54 
2604,6/30/2015,A,1874942582.06 ,1879130801.61 
2604,3/31/2015,A,1860165510.98 ,1864551277.94 
2605,9/30/2015,A,1030148314.26 ,1083664610.74 
2605,6/30/2015,A,1012100965.77 ,1066472154.41 
2605,3/31/2015,A,982915933.95 ,1032148523.90 
2606,9/30/2015,A,733317702.93 ,759983103.99 
2606,6/30/2015,A,702735869.90 ,728912914.53 
2606,3/31/2015,A,719572316.98 ,746021182.29 
2607,9/30/2015,A,810544365.59 ,846811663.09 
2607,6/30/2015,A,808965361.99 ,845718911.04 
2607,3/31/2015,A,799509832.66 ,836223476.12 
2608,9/30/2015,A,-547725719.59 ,-548512609.94 
2608,6/30/2015,A,-149244502.63 ,-150200077.68 
2608,3/31/2015,A,156762272.75 ,156807608.78 
2609,9/30/2015,A,900300578.90 ,902479123.34 
2609,6/30/2015,A,830284217.01 ,832418863.63 
2609,3/31/2015,A,815588298.15 ,818898366.60 
2610,9/30/2015,A,2395659660.24 ,2482396491.74 
2610,6/30/2015,A,2346919328.67 ,2434786716.73 
2610,3/31/2015,A,2309736627.04 ,2395729695.72 
2611,9/30/2015,A,939742534.84 ,1104894952.93 
2611,6/30/2015,A,926992244.62 ,1056082345.97 
2611,3/31/2015,A,928997003.69 ,1065992583.72 
2612,9/30/2015,A,2298407312.57 ,2298407312.57 
2612,6/30/2015,A,2294167103.98 ,2294167103.98 
2612,3/31/2015,A,2290968722.24 ,2290968722.24 
2613,9/30/2015,A,1495918778.16 ,1599053482.70 
2613,6/30/2015,A,1493175440.81 ,1599202179.41 
2613,3/31/2015,A,1472183345.17 ,1554883547.14 
2614,9/30/2015,A,2256625520.91 ,2275379136.48 
2614,6/30/2015,A,2209956177.53 ,2213281342.04 
2614,3/31/2015,A,2184672625.49 ,2189318390.83 
2615,9/30/2015,A,628271308.04 ,628271308.04 
2615,6/30/2015,A,614691435.20 ,614691435.20 
2615,3/31/2015,A,652667141.60 ,652667141.60 
2616,9/30/2015,A,1560595634.21 ,1582917498.76 
2616,6/30/2015,A,1652130820.02 ,1652130820.02 
2616,3/31/2015,A,1687087167.54 ,1687087167.54 
2617,9/30/2015,A,897532201.81 ,913429508.53 
2617,6/30/2015,A,879523428.82 ,895689074.45 
2617,3/31/2015,A,857172408.72 ,874160454.80 
2618,9/30/2015,A,1637364032.54 ,1637364032.54 
2618,6/30/2015,A,1614427699.49 ,1614427699.49 
2618,3/31/2015,A,1603732786.40 ,1603732786.40 
2619,9/30/2015,A,3158952596.77 ,3172158491.06 
2619,6/30/2015,A,3107975547.44 ,3121309827.52 
2619,3/31/2015,A,3060545433.10 ,3073982382.49 
2620,9/30/2015,A,1071512992.25 ,1071512992.25 
2620,6/30/2015,A,1054735746.35 ,1054735746.35 
2620,3/31/2015,A,1039356556.16 ,1039356556.16 
2621,9/30/2015,A,1114859798.90 ,1118618925.00 
2621,6/30/2015,A,1099608616.35 ,1103309493.55 
2621,3/31/2015,A,1101201324.15 ,1105268855.56 
2622,9/30/2015,A,1127428100.52 ,1127428100.52 
2622,6/30/2015,A,1107280466.05 ,1107280466.05 
2622,3/31/2015,A,1082567754.39 ,1082567754.39 
2623,9/30/2015,A,2166939874.53 ,2166939874.53 
2623,6/30/2015,A,2147830323.01 ,2147830323.01 
2623,3/31/2015,A,2125473204.97 ,2125473204.97 
2624,9/30/2015,A,818005763.49 ,880835599.41 
2624,6/30/2015,A,775914982.76 ,834930053.61 
2624,3/31/2015,A,741706815.02 ,796222276.23 
2625,9/30/2015,A,508496800.91 ,508496800.91 
2625,6/30/2015,A,499466789.65 ,499466789.65 
2625,3/31/2015,A,483649831.67 ,483649831.67 
2626,9/30/2015,A,1453714770.14 ,1542476217.68 
2626,6/30/2015,A,1420327674.42 ,1505860795.62 
2626,3/31/2015,A,1463906814.56 ,1541372890.12 
2627,9/30/2015,A,912665356.52 ,1080108273.62 
2627,6/30/2015,A,898343348.18 ,1065340338.49 
2627,3/31/2015,A,915075344.40 ,1082610308.61 
2628,9/30/2015,A,2626039646.07 ,2626039646.07 
2628,6/30/2015,A,2606613449.47 ,2606613449.47 
2628,3/31/2015,A,2640476523.33 ,2640476523.33 
2629,9/30/2015,A,673642187.44 ,686867581.37 
2629,6/30/2015,A,702760638.40 ,716212695.32 
2629,3/31/2015,A,732534591.24 ,746342667.53 
2630,9/30/2015,A,2894185681.44 ,2915444826.79 
2630,6/30/2015,A,2857275313.77 ,2878538206.92 
2630,3/31/2015,A,2772850021.36 ,2773574712.30 
2631,9/30/2015,A,1529878301.32 ,1544797820.40 
2631,6/30/2015,A,1492390709.80 ,1507310161.37 
2631,3/31/2015,A,1458865377.54 ,1458865377.54 
2632,9/30/2015,A,1382402781.53 ,1382402781.53 
2632,6/30/2015,A,1373251594.50 ,1373251594.50 
2632,3/31/2015,A,927415366.51 ,927415366.51 
2633,9/30/2015,A,500153731.32 ,500153731.32 
2633,6/30/2015,A,498373866.77 ,498373866.77 
2633,3/31/2015,A,508001675.48 ,508001675.48 
2634,9/30/2015,A,642439941.51 ,869270149.92 
2634,6/30/2015,A,657025519.79 ,657025519.79 
2634,3/31/2015,A,649092892.29 ,649092892.29 
2635,9/30/2015,A,2215905358.32 ,2232099367.50 
2635,6/30/2015,A,2097533010.92 ,2114216300.43 
2635,3/31/2015,A,1303658584.32 ,1321895687.20 
2636,9/30/2015,A,1381882023.00 ,1381882023.00 
2636,6/30/2015,A,1372267109.51 ,1372267109.51 
2636,3/31/2015,A,1350858631.44 ,1350858631.44 
2637,9/30/2015,A,1172757201.39 ,1226693678.56 
2637,6/30/2015,A,1164491017.81 ,1216949047.68 
2637,3/31/2015,A,1178517281.48 ,1227150475.29 
2638,9/30/2015,A,2235443697.62 ,2254719945.80 
2638,6/30/2015,A,2235476523.55 ,2255419326.10 
2638,3/31/2015,A,2254206463.51 ,2270887006.76 
2639,9/30/2015,A,1579115018.23 ,1652584645.27 
2639,6/30/2015,A,1576569305.93 ,1645076615.61 
2639,3/31/2015,A,1150717889.74 ,1219302397.37 
2640,9/30/2015,A,1956726999.65 ,1955958179.92 
2640,6/30/2015,A,1900383890.63 ,1899809196.72 
2640,3/31/2015,A,1859759561.24 ,1859972355.06 
2641,9/30/2015,A,2286434278.78 ,2286434278.78 
2641,6/30/2015,A,2269581704.34 ,2269581704.34 
2641,3/31/2015,A,2236016174.65 ,2236016174.65 
2642,9/30/2015,A,2532274414.76 ,2625728252.68 
2642,6/30/2015,A,2514649519.57 ,2606143899.92 
2642,3/31/2015,A,2495855403.61 ,2584111633.82 
2643,9/30/2015,A,2479470434.55 ,2487565966.06 
2643,6/30/2015,A,2403224562.60 ,2411198959.39 
2643,3/31/2015,A,2409337159.05 ,2425496172.12 
2644,9/30/2015,A,1223634048.75 ,1223634048.75 
2644,6/30/2015,A,1209637741.03 ,1209637741.03 
2644,3/31/2015,A,1199805232.89 ,1199805232.89 
2645,9/30/2015,A,679601980.92 ,697949298.73 
2645,6/30/2015,A,686384586.41 ,704883153.03 
2645,3/31/2015,A,689718637.26 ,708320691.38 
2646,9/30/2015,A,2349089959.80 ,2344756860.37 
2646,6/30/2015,A,2296247224.25 ,2296246313.06 
2646,3/31/2015,A,2384800571.53 ,2384800571.53 
2647,9/30/2015,A,992459161.20 ,1119822162.36 
2647,6/30/2015,A,992809364.87 ,1120604978.08 
2647,3/31/2015,A,993280918.06 ,1122381527.10 
2648,9/30/2015,A,3353019482.39 ,3353019482.39 
2648,6/30/2015,A,3466957642.70 ,3466957642.70 
2648,3/31/2015,A,3404087255.15 ,3404087255.15 
2649,9/30/2015,A,1650984647.82 ,1650845260.54 
2649,6/30/2015,A,1639160562.36 ,1639281676.02 
2649,3/31/2015,A,1637166733.09 ,1637395099.55 
2650,9/30/2015,A,1810480789.54 ,1810480789.54 
2650,6/30/2015,A,1842804275.79 ,1842804275.79 
2650,3/31/2015,A,1793529630.74 ,1793529630.74 
2651,9/30/2015,A,1820077633.51 ,1820077633.51 
2651,6/30/2015,A,1776642050.18 ,1776642050.18 
2651,3/31/2015,A,1913773832.32 ,1913773832.32 
2652,9/30/2015,A,616480754.17 ,667370833.49 
2652,6/30/2015,A,605883143.67 ,656344053.04 
2652,3/31/2015,A,585733217.90 ,619340603.95 
2653,9/30/2015,A,2058766310.36 ,2058766310.36 
2653,6/30/2015,A,2106038671.05 ,2106038671.05 
2653,3/31/2015,A,2206966973.92 ,2206966973.92 
2654,9/30/2015,A,1277220413.96 ,1293939545.34 
2654,6/30/2015,A,1264758603.72 ,1266462311.56 
2654,3/31/2015,A,550835347.41 ,552527855.83 
2655,9/30/2015,A,628048044.03 ,630272412.49 
2655,6/30/2015,A,621855527.49 ,624044430.40 
2655,3/31/2015,A,621208489.97 ,623293802.66 
2656,9/30/2015,A,1209770974.14 ,1376625383.62 
2656,6/30/2015,A,1224262492.90 ,1303565143.34 
2656,3/31/2015,A,1214743308.93 ,1295342021.40 
2657,9/30/2015,A,1599390446.38 ,1603478227.75 
2657,6/30/2015,A,1575565291.09 ,1579565973.85 
2657,3/31/2015,A,1510642021.41 ,1514083961.11 
2658,9/30/2015,A,1482299841.11 ,1490905844.35 
2658,6/30/2015,A,1399848920.45 ,1403667810.36 
2658,3/31/2015,A,1380759030.48 ,1384680427.53 
2659,9/30/2015,A,598612113.28 ,632052017.08 
2659,6/30/2015,A,591469783.06 ,625419059.20 
2659,3/31/2015,A,598267962.95 ,632925450.32 
